epoch,train_loss,valid_auc,valid_acc,valid_rmse,valid_bce,valid_n
1,0.5135259633942654,0.817696677898591,0.7653374233128835,0.4014163207635438,0.4904136054474367,30644
2,0.4937555674816433,0.8207340003707262,0.7687312361310534,0.39909489944480064,0.4852256828303692,30644
3,0.48936442459884444,0.8216307547222258,0.7698407518600705,0.3983924129631633,0.48405486549146204,30644
4,0.48728018785777844,0.8239076642692342,0.7701997128312231,0.3980378409156936,0.48357060463588375,30644
5,0.4855891947056118,0.8238934614031941,0.770787103511291,0.39768295273376053,0.48280909875605366,30644
6,0.48400009952093426,0.8244066189607709,0.7710155332202062,0.3971264530692024,0.4812662136014567,30644
7,0.4826892529663287,0.8247264971928057,0.7704281425401384,0.3979275001262799,0.4828138822127659,30644
8,0.4810637545899341,0.8255532205975105,0.7719292520558674,0.3963421721613131,0.47979076434781004,30644
9,0.47965624473596874,0.8252558267246222,0.7725819083670539,0.39647259248411115,0.4801314063489825,30644
10,0.47837706063923086,0.8248736160330231,0.7713418613757995,0.3968285818814188,0.48090144206689023,30644
11,0.47643603707614696,0.8250734442237669,0.7722229473959014,0.396659436594095,0.48102202186006277,30644
12,0.47480896030601705,0.8257996588202785,0.7728756037070879,0.3962741538787871,0.48046106450981196,30644
13,0.47314942661084625,0.8253098214977428,0.7726798068137319,0.39648471324887435,0.48047586375656887,30644
14,0.470975672257574,0.8252471401712085,0.7725819083670539,0.39644015587078396,0.48024995259970504,30644
15,0.46916988153206673,0.8248190335712484,0.7733977287560371,0.3969072426441978,0.48119881824809,30644
16,0.46737602136637035,0.8249022184417842,0.7716681895313928,0.3968349466612821,0.4813916664198784,30644
17,0.4652149620181636,0.8249039112660749,0.7724513771048166,0.39672372668383654,0.4810941610082122,30644
