epoch,train_loss,valid_auc,valid_acc,valid_rmse,valid_bce,valid_n
1,0.582121039500259,0.7811715804540782,0.7142782467787042,0.4351845675556874,0.5593693380022655,38261
2,0.5533779386623364,0.791367508716199,0.7219100389430491,0.4297558296667015,0.5480471105891236,38261
3,0.5425073399790016,0.796565420444865,0.7276338830663077,0.4260688999988548,0.5395153066926636,38261
4,0.5347812128738618,0.8012318810731431,0.7299600114999608,0.4236659077950941,0.5344860094656294,38261
5,0.5293287405945326,0.8017970706214175,0.7281304722824808,0.4238487449587364,0.5352373529339841,38261
6,0.5237871307722279,0.8047263382761047,0.7314497791484802,0.4218885808100974,0.5308823701516622,38261
7,0.5183662108412371,0.8055014593425166,0.7318418232665116,0.42260810944552496,0.5342306543652189,38261
8,0.5132458032856525,0.8064801940478834,0.733331590915031,0.4219007131016707,0.5332089440089318,38261
9,0.5079259509211974,0.8083315898118233,0.7339065889548104,0.419891924122649,0.5266741944198333,38261
10,0.5024540237417803,0.8088960593025805,0.7346122683672669,0.4204193893995987,0.5283286266114571,38261
11,0.4963129195808805,0.8099045554586186,0.7361020360157863,0.41946304448818783,0.5274188595409409,38261
12,0.4902218208066734,0.8094168860794054,0.7359974909176445,0.42061865905244694,0.5326649905583725,38261
13,0.4846036457119973,0.8106365954003593,0.7357099918977549,0.4196485827730778,0.5302103135093073,38261
14,0.47772378219125416,0.8106436625285804,0.73693839680092,0.4202035358528935,0.5329408653240324,38261
15,0.4712671911492594,0.8104468671948823,0.7367031703301011,0.4202034294675696,0.5339176342821095,38261
16,0.4647577165437976,0.810157290086942,0.7366247615064949,0.4209725299241019,0.5382075300516332,38261
17,0.4581197251736278,0.8079827497460839,0.7332531820914246,0.4218608006101066,0.5395599900714281,38261
18,0.4510561548488241,0.8081707639922577,0.7336713624839916,0.42241007815736814,0.5443277025864143,38261
19,0.44476947997097677,0.8057718895928413,0.7322600036590784,0.42440384116506347,0.5522097179371398,38261
