epoch,train_loss,valid_auc,valid_acc,valid_rmse,valid_bce,valid_n
1,0.5807216749921842,0.7765102975282817,0.7073443733318027,0.43621159622225997,0.5572860816218171,34843
2,0.5634437861773292,0.7818975731400643,0.7107022931435295,0.43424953665898036,0.5527625355366255,34843
3,0.5584781250104648,0.7829624769116381,0.7121660017794105,0.43296307585187555,0.5503567184445098,34843
4,0.5561831098350679,0.7835907124990534,0.7111327956834945,0.43429273677143765,0.5526111363010023,34843
5,0.5540910850030295,0.7840658755149352,0.7114484975461355,0.433590330505634,0.55154960926412,34843
6,0.5520694608150308,0.7849843722785943,0.7151508193898344,0.4321303200563913,0.5480793749747316,34843
7,0.5495605918252937,0.7838164017529773,0.7132279080446574,0.4329162666066842,0.5502296401869546,34843
8,0.5476546178940167,0.7842639294515024,0.7128548058433545,0.4328114781556995,0.5497698849115897,34843
9,0.5452235572456573,0.7839884846909824,0.7134001090606434,0.43282268457101314,0.5500695157071926,34843
10,0.5433400683953402,0.7834902532883011,0.7113623970381425,0.43289046773062595,0.5498239648541522,34843
11,0.5409301108146553,0.783087837912165,0.7125104038113825,0.43324791803096374,0.5509227448548538,34843
